0.362337 0.772605
0.348404 0.800194

0.154445 0.667621
0.115982 0.648198

0.154445 0.667621
0.362337 0.772605

0.154445 0.667621
0.177541 0.621885

0.861821 0.328909
0.844327 0.291913

0.0148373 0.832975
0.115982 0.648198

0.423703 0.896503
0.348404 0.800194

0.328904 0.346888
0.5 0.5

0.328904 0.346888
0.229406 0.458072

0.449159 0.600677
0.474557 0.550384

0.834549 0.443051
0.795423 0.360306

0.247316 0.304987
0.266528 0.291068

0.247316 0.304987
0.201276 0.241447

0.270183 0.294339
0.266528 0.291068

0.270183 0.294339
0.281922 0.304844

0.565588 0.956988
0.646488 0.991476

0.565588 0.956988
0.578235 0.927321

0.178214 0.995473
0.156782 0.931894

0.544608 0.10729
0.447385 0.119946

0.530925 0.841431
0.578235 0.927321

0.702806 0.063173
0.544608 0.10729

0.275177 0.154583
0.266071 0.129907

0.275177 0.154583
0.310234 0.249583

0.275177 0.154583
0.238124 0.168256

0.0190415 0.241479
0.000572952 0.241482

0.0190415 0.241479
0.0190442 0.256317

0.297075 0.264288
0.310234 0.249583

0.297075 0.264288
0.270183 0.294339

0.297075 0.264288
0.308505 0.274517

0.519903 0.756874
0.530925 0.841431

0.197149 0.154753
0.165544 0.144337

0.197149 0.154753
0.238124 0.168256

0.197149 0.154753
0.204898 0.13124

0.840893 0.456465
0.834549 0.443051

0.298612 0.31978
0.281922 0.304844

0.298612 0.31978
0.307998 0.309291

0.424384 0.525047
0.409911 0.517738

0.424384 0.525047
0.474557 0.550384

0.424384 0.525047
0.402009 0.569357

0.813272 0.351866
0.795423 0.360306

0.813272 0.351866
0.861821 0.328909

0.813272 0.351866
0.798442 0.320503

0.671713 0.418804
0.795423 0.360306

0.671713 0.418804
0.5 0.5

0.671713 0.418804
0.659409 0.392784

0.66714 0.706041
0.62896 0.734825

0.644619 0.777525
0.62896 0.734825

0.562252 0.663385
0.552362 0.652794

0.562252 0.663385
0.62896 0.734825

0.562252 0.663385
0.65047 0.581009

0.620652 0.930354
0.578235 0.927321

0.1212 0.591435
0.115982 0.648198

0.0626164 0.866271
0.063161 0.86549

0.487062 0.525621
0.5 0.5

0.487062 0.525621
0.527783 0.546185

0.533686 0.943388
0.565588 0.956988

0.533686 0.943388
0.523041 0.968358

0.751007 0.73553
0.66714 0.706041

0.685691 0.561961
0.65047 0.581009

0.22787 0.106008
0.204898 0.13124

0.0757707 0.875438
0.0626164 0.866271

0.0757707 0.875438
0.156782 0.931894

0.0456318 0.579643
0.1212 0.591435

0.984624 0.201699
0.992697 0.188675

0.984624 0.201699
0.924 0.299507

0.984624 0.201699
0.966514 0.190475

0.231137 0.316711
0.247316 0.304987

0.231137 0.316711
0.186103 0.349342

0.231137 0.316711
0.223836 0.306635

0.483855 0.618198
0.449159 0.600677

0.483855 0.618198
0.552362 0.652794

0.483855 0.618198
0.489914 0.6062

0.896715 0.430069
0.906592 0.425398

0.896715 0.430069
0.840893 0.456465

0.896715 0.430069
0.898174 0.433152

0.758321 0.221261
0.780862 0.211217

0.758321 0.221261
0.711447 0.242146

0.758321 0.221261
0.756101 0.216278

0.930476 0.645914
0.933228 0.651734

0.335822 0.506417
0.319104 0.503863

0.335822 0.506417
0.332235 0.529893

0.134791 0.35623
0.186103 0.349342

0.134791 0.35623
0.0800534 0.363579

0.134791 0.35623
0.138095 0.380837

0.69898 0.990098
0.646488 0.991476

0.69898 0.990098
0.775747 0.988085

0.442419 0.904482
0.423703 0.896503

0.442419 0.904482
0.533686 0.943388

0.442419 0.904482
0.41682 0.964533

0.796005 0.598948
0.886646 0.66664

0.894803 0.570475
0.930476 0.645914

0.894803 0.570475
0.840893 0.456465

0.47891 0.541762
0.474557 0.550384

0.47891 0.541762
0.487062 0.525621

0.47891 0.541762
0.485384 0.545031

0.234435 0.0938012
0.22787 0.106008

0.812857 0.453308
0.812595 0.453432

0.812857 0.453308
0.834549 0.443051

0.812857 0.453308
0.81599 0.459935

0.389443 0.23788
0.310234 0.249583

0.309028 0.329101
0.298612 0.31978

0.309028 0.329101
0.328904 0.346888

0.309028 0.329101
0.274361 0.367839

0.394806 0.708309
0.362337 0.772605

0.394806 0.708309
0.449159 0.600677

0.394806 0.708309
0.424801 0.723457

0.436306 0.784071
0.424801 0.723457

0.21418 0.513981
0.229406 0.458072

0.624814 0.312613
0.659409 0.392784

0.915613 0.560635
0.92956 0.554039

0.915613 0.560635
0.894803 0.570475

0.915613 0.560635
0.92077 0.571541

0.895155 0.662616
0.886646 0.66664

0.895155 0.662616
0.930476 0.645914

0.895155 0.662616
0.914803 0.704168

0.432486 0.136595
0.447385 0.119946

0.432486 0.136595
0.281922 0.304844

0.432486 0.136595
0.454606 0.15639

0.0317745 0.241477
0.0190415 0.241479

0.0317745 0.241477
0.201276 0.241447

0.0317745 0.241477
0.0317594 0.156502

0.921989 0.300458
0.924 0.299507

0.921989 0.300458
0.861821 0.328909

0.921989 0.300458
0.945958 0.351147

0.391146 0.514871
0.409911 0.517738

0.391146 0.514871
0.405624 0.420124

0.416148 0.00651713
0.447385 0.119946

0.123977 0.121638
0.165544 0.144337

0.123977 0.121638
0.0180194 0.0637771

0.123977 0.121638
0.133319 0.10453

0.370619 0.511734
0.391146 0.514871

0.370619 0.511734
0.335822 0.506417

0.370619 0.511734
0.367633 0.531277

0.802483 0.238708
0.780862 0.211217

0.802483 0.238708
0.844327 0.291913

0.802483 0.238708
0.830721 0.2165

0.101612 0.0223771
0.133319 0.10453

0.732574 0.620556
0.796005 0.598948

0.698507 0.972062
0.69816 0.958844

0.698507 0.972062
0.69898 0.990098

0.698507 0.972062
0.695791 0.972133

0.719838 0.537406
0.685691 0.561961

0.0619795 0.865827
0.0626164 0.866271

0.0619795 0.865827
0.0148373 0.832975

0.0619795 0.865827
0.0486937 0.884892

0.225579 0.883836
0.227194 0.882708

0.225579 0.883836
0.156782 0.931894

0.225579 0.883836
0.184039 0.82437

0.023483 0.950469
0.0133242 0.965047

0.023483 0.950469
0.0757707 0.875438

0.023483 0.950469
0.0894505 0.996441

0.991017 0.0858709
0.992697 0.188675

0.951466 0.356638
0.945958 0.351147

